date,holiday_departure_zone_A,holiday_departure_zone_B,holiday_departure_zone_C,first_day_holidays_zone_A,first_day_holidays_zone_B,first_day_holidays_zone_C,holiday_day_zone_A,holiday_day_zone_B,holiday_day_zone_C,last_day_holidays_zone_A,last_day_holidays_zone_B,last_day_holidays_zone_C
2020-08-12,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-13,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-14,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-15,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-16,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-17,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-18,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-19,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-20,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-21,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-22,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-23,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-24,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-25,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-26,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-27,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-28,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-29,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-30,False,False,False,False,False,False,True,True,True,False,False,False
2020-08-31,False,False,False,False,False,False,False,False,False,True,True,True
2020-10-17,True,True,True,False,False,False,False,False,False,False,False,False
2020-10-18,False,False,False,True,True,True,False,False,False,False,False,False
2020-10-19,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-20,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-21,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-22,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-23,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-24,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-25,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-26,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-27,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-28,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-29,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-30,False,False,False,False,False,False,True,True,True,False,False,False
2020-10-31,False,False,False,False,False,False,True,True,True,False,False,False
2020-11-01,False,False,False,False,False,False,False,False,False,True,True,True
2020-12-19,True,True,True,False,False,False,False,False,False,False,False,False
2020-12-20,False,False,False,True,True,True,False,False,False,False,False,False
2020-12-21,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-22,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-23,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-24,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-25,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-26,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-27,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-28,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-29,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-30,False,False,False,False,False,False,True,True,True,False,False,False
2020-12-31,False,False,False,False,False,False,True,True,True,False,False,False
2021-01-01,False,False,False,False,False,False,True,True,True,False,False,False
2021-01-02,False,False,False,False,False,False,True,True,True,False,False,False
2021-01-03,False,False,False,False,False,False,False,False,False,True,True,True
2021-02-06,True,False,False,False,False,False,False,False,False,False,False,False
2021-02-07,False,False,False,True,False,False,False,False,False,False,False,False
2021-02-08,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-09,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-10,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-11,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-12,False,False,False,False,False,False,True,False,False,False,False,False
2021-02-13,False,False,True,False,False,False,True,False,False,False,False,False
2021-02-14,False,False,False,False,False,True,True,False,False,False,False,False
2021-02-15,False,False,False,False,False,False,True,False,True,False,False,False
2021-02-16,False,False,False,False,False,False,True,False,True,False,False,False
2021-02-17,False,False,False,False,False,False,True,False,True,False,False,False
2021-02-18,False,False,False,False,False,False,True,False,True,False,False,False
2021-02-19,False,False,False,False,False,False,True,False,True,False,False,False
2021-02-20,False,True,False,False,False,False,True,False,True,False,False,False
2021-02-21,False,False,False,False,True,False,False,False,True,True,False,False
2021-02-22,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-23,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-24,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-25,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-26,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-27,False,False,False,False,False,False,False,True,True,False,False,False
2021-02-28,False,False,False,False,False,False,False,True,False,False,False,True
2021-03-01,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-02,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-03,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-04,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-05,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-06,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-07,False,False,False,False,False,False,False,False,False,False,True,False
2021-04-10,True,True,True,False,False,False,False,False,False,False,False,False
2021-04-11,False,False,False,True,True,True,False,False,False,False,False,False
2021-04-12,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-13,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-14,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-15,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-16,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-17,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-18,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-19,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-20,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-21,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-22,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-23,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-24,False,False,False,False,False,False,True,True,True,False,False,False
2021-04-25,False,False,False,False,False,False,False,False,False,True,True,True
2021-05-13,True,True,True,False,False,False,False,False,False,False,False,False
2021-05-14,False,False,False,True,True,True,False,False,False,False,False,False
2021-05-15,False,False,False,False,False,False,True,True,True,False,False,False
2021-05-16,False,False,False,False,False,False,False,False,False,True,True,True
2021-07-06,True,True,True,False,False,False,False,False,False,False,False,False
2021-07-07,False,False,False,True,True,True,False,False,False,False,False,False
2021-07-08,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-09,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-10,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-11,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-12,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-13,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-14,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-15,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-16,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-17,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-18,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-19,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-20,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-21,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-22,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-23,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-24,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-25,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-26,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-27,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-28,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-29,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-30,False,False,False,False,False,False,True,True,True,False,False,False
2021-07-31,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-01,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-02,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-03,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-04,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-05,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-06,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-07,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-08,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-09,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-10,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-11,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-12,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-13,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-14,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-15,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-16,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-17,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-18,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-19,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-20,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-21,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-22,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-23,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-24,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-25,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-26,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-27,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-28,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-29,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-30,False,False,False,False,False,False,True,True,True,False,False,False
2021-08-31,False,False,False,False,False,False,True,True,True,False,False,False
2021-09-01,False,False,False,False,False,False,False,False,False,True,True,True
2021-10-23,True,True,True,False,False,False,False,False,False,False,False,False
2021-10-24,False,False,False,True,True,True,False,False,False,False,False,False
2021-10-25,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-26,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-27,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-28,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-29,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-30,False,False,False,False,False,False,True,True,True,False,False,False
2021-10-31,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-01,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-02,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-03,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-04,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-05,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-06,False,False,False,False,False,False,True,True,True,False,False,False
2021-11-07,False,False,False,False,False,False,False,False,False,True,True,True
2021-12-18,True,True,True,False,False,False,False,False,False,False,False,False
2021-12-19,False,False,False,True,True,True,False,False,False,False,False,False
2021-12-20,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-21,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-22,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-23,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-24,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-25,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-26,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-27,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-28,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-29,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-30,False,False,False,False,False,False,True,True,True,False,False,False
2021-12-31,False,False,False,False,False,False,True,True,True,False,False,False
2022-01-01,False,False,False,False,False,False,True,True,True,False,False,False
2022-01-02,False,False,False,False,False,False,False,False,False,True,True,True
2022-02-05,False,True,False,False,False,False,False,False,False,False,False,False
2022-02-06,False,False,False,False,True,False,False,False,False,False,False,False
2022-02-07,False,False,False,False,False,False,False,True,False,False,False,False
2022-02-08,False,False,False,False,False,False,False,True,False,False,False,False
2022-02-09,False,False,False,False,False,False,False,True,False,False,False,False
2022-02-10,False,False,False,False,False,False,False,True,False,False,False,False
2022-02-11,False,False,False,False,False,False,False,True,False,False,False,False
2022-02-12,True,False,False,False,False,False,False,True,False,False,False,False
2022-02-13,False,False,False,True,False,False,False,True,False,False,False,False
2022-02-14,False,False,False,False,False,False,True,True,False,False,False,False
2022-02-15,False,False,False,False,False,False,True,True,False,False,False,False
2022-02-16,False,False,False,False,False,False,True,True,False,False,False,False
2022-02-17,False,False,False,False,False,False,True,True,False,False,False,False
2022-02-18,False,False,False,False,False,False,True,True,False,False,False,False
2022-02-19,False,False,True,False,False,False,True,True,False,False,False,False
2022-02-20,False,False,False,False,False,True,True,False,False,False,True,False
2022-02-21,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-22,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-23,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-24,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-25,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-26,False,False,False,False,False,False,True,False,True,False,False,False
2022-02-27,False,False,False,False,False,False,False,False,True,True,False,False
2022-02-28,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-01,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-02,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-03,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-04,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-05,False,False,False,False,False,False,False,False,True,False,False,False
2022-03-06,False,False,False,False,False,False,False,False,False,False,False,True
2022-04-09,False,True,False,False,False,False,False,False,False,False,False,False
2022-04-10,False,False,False,False,True,False,False,False,False,False,False,False
2022-04-11,False,False,False,False,False,False,False,True,False,False,False,False
2022-04-12,False,False,False,False,False,False,False,True,False,False,False,False
2022-04-13,False,False,False,False,False,False,False,True,False,False,False,False
2022-04-14,False,False,False,False,False,False,False,True,False,False,False,False
2022-04-15,False,False,False,False,False,False,False,True,False,False,False,False
2022-04-16,True,False,False,False,False,False,False,True,False,False,False,False
2022-04-17,False,False,False,True,False,False,False,True,False,False,False,False
2022-04-18,False,False,False,False,False,False,True,True,False,False,False,False
2022-04-19,False,False,False,False,False,False,True,True,False,False,False,False
2022-04-20,False,False,False,False,False,False,True,True,False,False,False,False
2022-04-21,False,False,False,False,False,False,True,True,False,False,False,False
2022-04-22,False,False,False,False,False,False,True,True,False,False,False,False
2022-04-23,False,False,True,False,False,False,True,True,False,False,False,False
2022-04-24,False,False,False,False,False,True,True,False,False,False,True,False
2022-04-25,False,False,False,False,False,False,True,False,True,False,False,False
2022-04-26,False,False,False,False,False,False,True,False,True,False,False,False
2022-04-27,False,False,False,False,False,False,True,False,True,False,False,False
2022-04-28,False,False,False,False,False,False,True,False,True,False,False,False
2022-04-29,False,False,False,False,False,False,True,False,True,False,False,False
2022-04-30,False,False,False,False,False,False,True,False,True,False,False,False
2022-05-01,False,False,False,False,False,False,False,False,True,True,False,False
2022-05-02,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-03,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-04,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-05,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-06,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-07,False,False,False,False,False,False,False,False,True,False,False,False
2022-05-08,False,False,False,False,False,False,False,False,False,False,False,True
2022-05-26,True,True,True,False,False,False,False,False,False,False,False,False
2022-05-27,False,False,False,True,True,True,False,False,False,True,True,True
2022-07-07,True,True,True,False,False,False,False,False,False,False,False,False
2022-07-08,False,False,False,True,True,True,False,False,False,False,False,False
2022-07-09,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-10,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-11,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-12,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-13,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-14,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-15,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-16,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-17,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-18,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-19,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-20,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-21,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-22,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-23,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-24,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-25,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-26,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-27,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-28,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-29,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-30,False,False,False,False,False,False,True,True,True,False,False,False
2022-07-31,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-01,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-02,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-03,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-04,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-05,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-06,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-07,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-08,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-09,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-10,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-11,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-12,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-13,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-14,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-15,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-16,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-17,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-18,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-19,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-20,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-21,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-22,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-23,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-24,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-25,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-26,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-27,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-28,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-29,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-30,False,False,False,False,False,False,True,True,True,False,False,False
2022-08-31,False,False,False,False,False,False,False,False,False,True,True,True
2022-10-22,True,True,True,False,False,False,False,False,False,False,False,False
2022-10-23,False,False,False,True,True,True,False,False,False,False,False,False
2022-10-24,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-25,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-26,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-27,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-28,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-29,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-30,False,False,False,False,False,False,True,True,True,False,False,False
2022-10-31,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-01,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-02,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-03,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-04,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-05,False,False,False,False,False,False,True,True,True,False,False,False
2022-11-06,False,False,False,False,False,False,False,False,False,True,True,True
2022-12-17,True,True,True,False,False,False,False,False,False,False,False,False
2022-12-18,False,False,False,True,True,True,False,False,False,False,False,False
2022-12-19,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-20,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-21,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-22,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-23,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-24,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-25,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-26,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-27,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-28,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-29,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-30,False,False,False,False,False,False,True,True,True,False,False,False
2022-12-31,False,False,False,False,False,False,True,True,True,False,False,False
2023-01-01,False,False,False,False,False,False,True,True,True,False,False,False
2023-01-02,False,False,False,False,False,False,False,False,False,True,True,True
2023-02-04,True,False,False,False,False,False,False,False,False,False,False,False
2023-02-05,False,False,False,True,False,False,False,False,False,False,False,False
2023-02-06,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-07,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-08,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-09,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-10,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-11,False,True,False,False,False,False,True,False,False,False,False,False
2023-02-12,False,False,False,False,True,False,True,False,False,False,False,False
2023-02-13,False,False,False,False,False,False,True,True,False,False,False,False
2023-02-14,False,False,False,False,False,False,True,True,False,False,False,False
2023-02-15,False,False,False,False,False,False,True,True,False,False,False,False
2023-02-16,False,False,False,False,False,False,True,True,False,False,False,False
2023-02-17,False,False,False,False,False,False,True,True,False,False,False,False
2023-02-18,False,False,True,False,False,False,True,True,False,False,False,False
2023-02-19,False,False,False,False,False,True,False,True,False,True,False,False
2023-02-20,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-21,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-22,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-23,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-24,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-25,False,False,False,False,False,False,False,True,True,False,False,False
2023-02-26,False,False,False,False,False,False,False,False,True,False,True,False
2023-02-27,False,False,False,False,False,False,False,False,True,False,False,False
2023-02-28,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-01,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-02,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-03,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-04,False,False,False,False,False,False,False,False,True,False,False,False
2023-03-05,False,False,False,False,False,False,False,False,False,False,False,True
2023-04-08,True,False,False,False,False,False,False,False,False,False,False,False
2023-04-09,False,False,False,True,False,False,False,False,False,False,False,False
2023-04-10,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-11,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-12,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-13,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-14,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-15,False,True,False,False,False,False,True,False,False,False,False,False
2023-04-16,False,False,False,False,True,False,True,False,False,False,False,False
2023-04-17,False,False,False,False,False,False,True,True,False,False,False,False
2023-04-18,False,False,False,False,False,False,True,True,False,False,False,False
2023-04-19,False,False,False,False,False,False,True,True,False,False,False,False
2023-04-20,False,False,False,False,False,False,True,True,False,False,False,False
2023-04-21,False,False,False,False,False,False,True,True,False,False,False,False
2023-04-22,False,False,True,False,False,False,True,True,False,False,False,False
2023-04-23,False,False,False,False,False,True,False,True,False,True,False,False
2023-04-24,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-25,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-26,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-27,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-28,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-29,False,False,False,False,False,False,False,True,True,False,False,False
2023-04-30,False,False,False,False,False,False,False,True,True,False,False,False
2023-05-01,False,False,False,False,False,False,False,False,True,False,True,False
2023-05-02,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-03,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-04,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-05,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-06,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-07,False,False,False,False,False,False,False,False,True,False,False,False
2023-05-08,False,False,False,False,False,False,False,False,False,False,False,True
2023-05-18,True,True,True,False,False,False,False,False,False,False,False,False
2023-05-19,False,False,False,True,True,True,False,False,False,False,False,False
2023-05-20,False,False,False,False,False,False,True,True,True,False,False,False
2023-05-21,False,False,False,False,False,False,False,False,False,True,True,True
2023-07-08,True,True,True,False,False,False,False,False,False,False,False,False
2023-07-09,False,False,False,True,True,True,False,False,False,False,False,False
2023-07-10,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-11,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-12,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-13,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-14,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-15,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-16,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-17,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-18,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-19,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-20,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-21,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-22,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-23,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-24,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-25,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-26,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-27,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-28,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-29,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-30,False,False,False,False,False,False,True,True,True,False,False,False
2023-07-31,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-01,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-02,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-03,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-04,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-05,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-06,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-07,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-08,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-09,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-10,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-11,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-12,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-13,False,False,False,False,False,False,True,True,True,False,False,False
2023-08-14,False,False,False,False,False,False,True,True,True,False,False,False
